date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Interest Income,Interest Expense,Interest Income,Rent Expense Supplemental,Otherunder Preferred Stock Dividend,Minority Interests,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Write Off,Gain On Sale Of Security,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,stock_id,fiscal_date,Average Dilution Earnings,Earnings From Equity Interest,Earnings From Equity Interest Net Of Tax,Other Operating Expenses,Total Other Finance Cost,Net Income Discontinuous Operations,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Gain On Sale Of Business,Other Special Charges,Impairment Of Capital Assets,Insurance And Claims,Salaries And Wages,Provision For Doubtful Accounts,Depletion Income Statement,Depreciation Income Statement,Preferred Stock Dividends,Gain On Sale Of Ppe,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
,-74902800.0,0.222,1757500000.0,416200000.0,512800000.0,637500000.0,1420100000.0,907300000.0,678697200.0,-792300000.0,1383100000.0,1139200000.0,468261000.0,467196000.0,-1.7,-1.7,-792300000.0,-792300000.0,-792300000.0,-780400000.0,428100000.0,122400000.0,550500000.0,-269600000.0,67800000.0,1139200000.0,731300000.0,,227700000.0,1870500000.0,651800000.0,2522300000.0,2522300000.0,-337400000.0,-337400000.0,-319100000.0,356800000.0,37700000.0,,,-11900000.0,0.0,,-319100000.0,356800000.0,37700000.0,,-337400000.0,,,,AMT,2024-09-30 00:00:00,,,,5100000.0,,-1208500000.0,498500000.0,498500000.0,,,,,,,,,,,,,,,,
,26101432.181971,0.057594,1674600000.0,1229600000.0,500900000.0,654400000.0,2127800000.0,1626900000.0,802501432.181971,1229600000.0,1381000000.0,1080100000.0,468418000.0,467337000.0,2.62,2.63,1229600000.0,1229600000.0,1229600000.0,1230500000.0,1230500000.0,75200000.0,1305700000.0,428200000.0,-25000000.0,1166600000.0,726600000.0,,243100000.0,1893200000.0,654400000.0,2547600000.0,2547600000.0,453200000.0,453200000.0,-289100000.0,321200000.0,32100000.0,,,-900000.0,-86500000.0,,-289100000.0,321200000.0,32100000.0,,539700000.0,,,,AMT,2024-12-31 00:00:00,,,,-17400000.0,,0.0,500900000.0,500900000.0,,,,,,,,,,,,,,,,
,-66720100.0,0.193,1781000000.0,488700000.0,492500000.0,634500000.0,1435300000.0,942800000.0,767679900.0,488700000.0,1308700000.0,1254100000.0,468519000.0,467640000.0,1.04,1.05,488700000.0,488700000.0,488700000.0,498600000.0,498600000.0,118900000.0,617500000.0,-338200000.0,7500000.0,1254100000.0,674200000.0,,237500000.0,1928300000.0,634500000.0,2562800000.0,2562800000.0,-345700000.0,-345700000.0,-298400000.0,325300000.0,26900000.0,,,-9900000.0,,,-298400000.0,325300000.0,26900000.0,,-345700000.0,,,,AMT,2025-03-31 00:00:00,,,,-55800000.0,,0.0,492500000.0,492500000.0,,,,,,,,,,,,,,,,
,-124388000.0,0.257,1848700000.0,366800000.0,510300000.0,688700000.0,1364700000.0,854400000.0,726631965.611567,366800000.0,1429200000.0,1197700000.0,468791000.0,468178000.0,0.78,0.78,366800000.0,366800000.0,366800000.0,380500000.0,380500000.0,131300000.0,511800000.0,-373900000.0,110100000.0,1197700000.0,740500000.0,,233700000.0,1938200000.0,688700000.0,2626900000.0,2626900000.0,-484000000.0,-484000000.0,-312000000.0,342600000.0,30600000.0,,,-13700000.0,,,-312000000.0,342600000.0,30600000.0,,-484000000.0,,,,AMT,2025-06-30 00:00:00,,,,-3500000.0,,0.0,510300000.0,510300000.0,,,,,,,,,,,,,,,,
,-1974700.0,0.091,1793400000.0,761800000.0,561700000.0,608200000.0,1771700000.0,1210000000.0,781525300.0,900300000.0,1388500000.0,1156200000.0,467781000.0,467038000.0,1.92,1.93,900300000.0,900300000.0,900300000.0,908400000.0,769900000.0,77400000.0,847300000.0,19400000.0,41100000.0,1156200000.0,739200000.0,,218300000.0,1895400000.0,649300000.0,2544700000.0,2544700000.0,-21700000.0,-21700000.0,-328300000.0,362700000.0,34400000.0,,,-8100000.0,0.0,,-328300000.0,362700000.0,34400000.0,,-21700000.0,,,,AMT,2024-06-30 00:00:00,,,,300000.0,,138500000.0,520600000.0,520600000.0,,,,,,,,,,,,,,,,
,-74902800.0,0.222,1757500000.0,416200000.0,512800000.0,637500000.0,1420100000.0,907300000.0,678697200.0,-792300000.0,1383100000.0,1139200000.0,468261000.0,467196000.0,-1.7,-1.7,-792300000.0,-792300000.0,-792300000.0,-780400000.0,428100000.0,122400000.0,550500000.0,-269600000.0,67800000.0,1139200000.0,731300000.0,,227700000.0,1870500000.0,651800000.0,2522300000.0,2522300000.0,-337400000.0,-337400000.0,-319100000.0,356800000.0,37700000.0,,,-11900000.0,0.0,,-319100000.0,356800000.0,37700000.0,,-337400000.0,,,,AMT,2024-09-30 00:00:00,,,,5100000.0,,-1208500000.0,498500000.0,498500000.0,,,,,,,,,,,,,,,,
,26101432.181971,0.057594,1674600000.0,1229600000.0,500900000.0,654400000.0,2127800000.0,1626900000.0,802501432.181971,1229600000.0,1381000000.0,1080100000.0,468418000.0,467337000.0,2.62,2.63,1229600000.0,1229600000.0,1229600000.0,1230500000.0,1230500000.0,75200000.0,1305700000.0,428200000.0,-25000000.0,1166600000.0,726600000.0,,243100000.0,1893200000.0,654400000.0,2547600000.0,2547600000.0,453200000.0,453200000.0,-289100000.0,321200000.0,32100000.0,,,-900000.0,-86500000.0,,-289100000.0,321200000.0,32100000.0,,539700000.0,,,,AMT,2024-12-31 00:00:00,,,,-17400000.0,,0.0,500900000.0,500900000.0,,,,,,,,,,,,,,,,
,-66720100.0,0.193,1781000000.0,488700000.0,492500000.0,634500000.0,1435300000.0,942800000.0,767679900.0,488700000.0,1308700000.0,1254100000.0,468519000.0,467640000.0,1.04,1.05,488700000.0,488700000.0,488700000.0,498600000.0,498600000.0,118900000.0,617500000.0,-338200000.0,7500000.0,1254100000.0,674200000.0,,237500000.0,1928300000.0,634500000.0,2562800000.0,2562800000.0,-345700000.0,-345700000.0,-298400000.0,325300000.0,26900000.0,,,-9900000.0,,,-298400000.0,325300000.0,26900000.0,,-345700000.0,,,,AMT,2025-03-31 00:00:00,,,,-55800000.0,,0.0,492500000.0,492500000.0,,,,,,,,,,,,,,,,
,-124388000.0,0.257,1848700000.0,366800000.0,510300000.0,688700000.0,1364700000.0,854400000.0,726631965.611567,366800000.0,1429200000.0,1197700000.0,468791000.0,468178000.0,0.78,0.78,366800000.0,366800000.0,366800000.0,380500000.0,380500000.0,131300000.0,511800000.0,-373900000.0,110100000.0,1197700000.0,740500000.0,,233700000.0,1938200000.0,688700000.0,2626900000.0,2626900000.0,-484000000.0,-484000000.0,-312000000.0,342600000.0,30600000.0,,,-13700000.0,,,-312000000.0,342600000.0,30600000.0,,-484000000.0,,,,AMT,2025-06-30 00:00:00,,,,-3500000.0,,0.0,510300000.0,510300000.0,,,,,,,,,,,,,,,,
,4172646.769433,0.115907,27836000000.0,13485000000.0,12038000000.0,73785000000.0,27872000000.0,15834000000.0,13453172646.769432,13485000000.0,133305000000.0,14672000000.0,10708000000.0,10447000000.0,1.26,1.29,13485000000.0,13485000000.0,13485000000.0,13485000000.0,13485000000.0,1767000000.0,15245000000.0,-18000000.0,-54000000.0,14672000000.0,59520000000.0,,13553000000.0,74192000000.0,73785000000.0,147977000000.0,147977000000.0,36000000.0,36000000.0,591000000.0,589000000.0,1180000000.0,,,,,,591000000.0,589000000.0,1180000000.0,,36000000.0,10512000000.0,3041000000.0,3041000000.0,AMZN,2024-06-30 00:00:00,,,7000000.0,45967000000.0,,,,,,,,,,,,,,,,,,,,
,-2700449.076897,0.150025,32100000000.0,15328000000.0,13442000000.0,80977000000.0,32082000000.0,18640000000.0,15343299550.923103,15328000000.0,141466000000.0,17411000000.0,10735000000.0,10501000000.0,1.43,1.46,15328000000.0,15328000000.0,15328000000.0,15328000000.0,15328000000.0,2706000000.0,18037000000.0,-27000000.0,-9000000.0,17411000000.0,60489000000.0,,13322000000.0,77900000000.0,80977000000.0,158877000000.0,158877000000.0,-18000000.0,-18000000.0,653000000.0,603000000.0,1256000000.0,,,,,,653000000.0,603000000.0,1256000000.0,,-18000000.0,10609000000.0,2713000000.0,2713000000.0,AMZN,2024-09-30 00:00:00,,,-3000000.0,47167000000.0,,,,,,,,,,,,,,,,,,,,
,59714081.166943,0.104032,37976000000.0,20004000000.0,15631000000.0,98893000000.0,38550000000.0,22919000000.0,19489714081.166943,20004000000.0,166589000000.0,21203000000.0,10771000000.0,10552000000.0,1.86,1.9,20004000000.0,20004000000.0,20004000000.0,20004000000.0,20004000000.0,2325000000.0,22349000000.0,468000000.0,-106000000.0,21203000000.0,67696000000.0,,15987000000.0,88899000000.0,98893000000.0,187792000000.0,187792000000.0,574000000.0,574000000.0,678000000.0,570000000.0,1248000000.0,,,,,,678000000.0,570000000.0,1248000000.0,,574000000.0,13124000000.0,2863000000.0,2863000000.0,AMZN,2024-12-31 00:00:00,,,-20000000.0,51709000000.0,,,,,,,,,,,,,,,,,,,,
,584272614.050464,0.210019,33700000000.0,17127000000.0,14262000000.0,76976000000.0,36482000000.0,22220000000.0,14929272614.050465,17127000000.0,137262000000.0,18405000000.0,10793000000.0,10603000000.0,1.59,1.62,17127000000.0,17127000000.0,17127000000.0,17127000000.0,17127000000.0,4553000000.0,21679000000.0,2749000000.0,-33000000.0,18405000000.0,60286000000.0,,12391000000.0,78691000000.0,76976000000.0,155667000000.0,155667000000.0,2782000000.0,2782000000.0,525000000.0,541000000.0,1066000000.0,,,,,,525000000.0,541000000.0,1066000000.0,,2782000000.0,9763000000.0,2628000000.0,2628000000.0,AMZN,2025-03-31 00:00:00,,,1000000.0,47895000000.0,,,,,,,,,,,,,,,,,,,,
,143677518.339167,0.128398,35481000000.0,18164000000.0,15227000000.0,80809000000.0,36600000000.0,21373000000.0,17188677518.33917,18164000000.0,148531000000.0,19171000000.0,10806000000.0,10637000000.0,1.68,1.71,18164000000.0,18164000000.0,18164000000.0,18164000000.0,18164000000.0,2678000000.0,20857000000.0,1117000000.0,-2000000.0,19171000000.0,67722000000.0,,14381000000.0,86893000000.0,80809000000.0,167702000000.0,167702000000.0,1119000000.0,1119000000.0,569000000.0,516000000.0,1085000000.0,,,,,,569000000.0,516000000.0,1085000000.0,,1119000000.0,11416000000.0,2965000000.0,2965000000.0,AMZN,2025-06-30 00:00:00,,,-15000000.0,53341000000.0,,,,,,,,,,,,,,,,,,,,
,4172646.769433,0.115907,27836000000.0,13485000000.0,12038000000.0,73785000000.0,27872000000.0,15834000000.0,13453172646.769432,13485000000.0,133305000000.0,14672000000.0,10708000000.0,10447000000.0,1.26,1.29,13485000000.0,13485000000.0,13485000000.0,13485000000.0,13485000000.0,1767000000.0,15245000000.0,-18000000.0,-54000000.0,14672000000.0,59520000000.0,,13553000000.0,74192000000.0,73785000000.0,147977000000.0,147977000000.0,36000000.0,36000000.0,591000000.0,589000000.0,1180000000.0,,,,,,591000000.0,589000000.0,1180000000.0,,36000000.0,10512000000.0,3041000000.0,3041000000.0,AMZN,2024-06-30 00:00:00,,,7000000.0,45967000000.0,,,,,,,,,,,,,,,,,,,,
,-2700449.076897,0.150025,32100000000.0,15328000000.0,13442000000.0,80977000000.0,32082000000.0,18640000000.0,15343299550.923103,15328000000.0,141466000000.0,17411000000.0,10735000000.0,10501000000.0,1.43,1.46,15328000000.0,15328000000.0,15328000000.0,15328000000.0,15328000000.0,2706000000.0,18037000000.0,-27000000.0,-9000000.0,17411000000.0,60489000000.0,,13322000000.0,77900000000.0,80977000000.0,158877000000.0,158877000000.0,-18000000.0,-18000000.0,653000000.0,603000000.0,1256000000.0,,,,,,653000000.0,603000000.0,1256000000.0,,-18000000.0,10609000000.0,2713000000.0,2713000000.0,AMZN,2024-09-30 00:00:00,,,-3000000.0,47167000000.0,,,,,,,,,,,,,,,,,,,,
,59714081.166943,0.104032,37976000000.0,20004000000.0,15631000000.0,98893000000.0,38550000000.0,22919000000.0,19489714081.166943,20004000000.0,166589000000.0,21203000000.0,10771000000.0,10552000000.0,1.86,1.9,20004000000.0,20004000000.0,20004000000.0,20004000000.0,20004000000.0,2325000000.0,22349000000.0,468000000.0,-106000000.0,21203000000.0,67696000000.0,,15987000000.0,88899000000.0,98893000000.0,187792000000.0,187792000000.0,574000000.0,574000000.0,678000000.0,570000000.0,1248000000.0,,,,,,678000000.0,570000000.0,1248000000.0,,574000000.0,13124000000.0,2863000000.0,2863000000.0,AMZN,2024-12-31 00:00:00,,,-20000000.0,51709000000.0,,,,,,,,,,,,,,,,,,,,
,584272614.050464,0.210019,33700000000.0,17127000000.0,14262000000.0,76976000000.0,36482000000.0,22220000000.0,14929272614.050465,17127000000.0,137262000000.0,18405000000.0,10793000000.0,10603000000.0,1.59,1.62,17127000000.0,17127000000.0,17127000000.0,17127000000.0,17127000000.0,4553000000.0,21679000000.0,2749000000.0,-33000000.0,18405000000.0,60286000000.0,,12391000000.0,78691000000.0,76976000000.0,155667000000.0,155667000000.0,2782000000.0,2782000000.0,525000000.0,541000000.0,1066000000.0,,,,,,525000000.0,541000000.0,1066000000.0,,2782000000.0,9763000000.0,2628000000.0,2628000000.0,AMZN,2025-03-31 00:00:00,,,1000000.0,47895000000.0,,,,,,,,,,,,,,,,,,,,
,143677518.339167,0.128398,35481000000.0,18164000000.0,15227000000.0,80809000000.0,36600000000.0,21373000000.0,17188677518.33917,18164000000.0,148531000000.0,19171000000.0,10806000000.0,10637000000.0,1.68,1.71,18164000000.0,18164000000.0,18164000000.0,18164000000.0,18164000000.0,2678000000.0,20857000000.0,1117000000.0,-2000000.0,19171000000.0,67722000000.0,,14381000000.0,86893000000.0,80809000000.0,167702000000.0,167702000000.0,1119000000.0,1119000000.0,569000000.0,516000000.0,1085000000.0,,,,,,569000000.0,516000000.0,1085000000.0,,1119000000.0,11416000000.0,2965000000.0,2965000000.0,AMZN,2025-06-30 00:00:00,,,-15000000.0,53341000000.0,,,,,,,,,,,,,,,,,,,,
,-63630000.0,0.21,6697000000.0,-1432000000.0,2524000000.0,3004000000.0,6394000000.0,3870000000.0,-1192630000.0,-1875000000.0,8981000000.0,3788000000.0,4663000000.0,4663000000.0,-0.4,-0.4,-1875000000.0,-1875000000.0,-1875000000.0,-1875000000.0,-1432000000.0,4238000000.0,2806000000.0,-221000000.0,82000000.0,4091000000.0,4265000000.0,2353000000.0,1100000000.0,8356000000.0,4716000000.0,13072000000.0,13072000000.0,-303000000.0,-303000000.0,-1064000000.0,1064000000.0,,,,,-303000000.0,303000000.0,-1064000000.0,1064000000.0,,,,,,,AVGO,2024-07-31 00:00:00,,,,,,-443000000.0,812000000.0,812000000.0,812000000.0,812000000.0,,,,,,,,,,,,,,
,-69300000.0,0.21,7620000000.0,4205000000.0,2611000000.0,3254000000.0,7290000000.0,4679000000.0,4465700000.0,4324000000.0,9109000000.0,4627000000.0,4828000000.0,4679000000.0,0.9,0.92,4324000000.0,4324000000.0,4324000000.0,4324000000.0,4205000000.0,-442000000.0,3763000000.0,-727000000.0,-397000000.0,4945000000.0,4057000000.0,2234000000.0,1010000000.0,9002000000.0,5052000000.0,14054000000.0,14054000000.0,-330000000.0,-330000000.0,-455000000.0,916000000.0,,,,,-318000000.0,318000000.0,-455000000.0,916000000.0,,,,,,,AVGO,2024-10-31 00:00:00,,,,,,119000000.0,813000000.0,813000000.0,813000000.0,813000000.0,,,,,,,,,,,,,,
,-36120000.0,0.21,8709000000.0,5503000000.0,2174000000.0,3108000000.0,8537000000.0,6363000000.0,5638880000.0,5503000000.0,8484000000.0,6260000000.0,4836000000.0,4695000000.0,1.14,1.17,5503000000.0,5503000000.0,5503000000.0,5503000000.0,5503000000.0,-13000000.0,5490000000.0,-69000000.0,103000000.0,6432000000.0,3713000000.0,2253000000.0,949000000.0,10145000000.0,4771000000.0,14916000000.0,14916000000.0,-172000000.0,-172000000.0,-873000000.0,873000000.0,,,,,-172000000.0,172000000.0,-873000000.0,873000000.0,,,,,,,AVGO,2025-01-31 00:00:00,,,,,,0.0,511000000.0,511000000.0,511000000.0,511000000.0,,,,,,,,,,,,,,
,-2029498.525074,0.023599,8106000000.0,4965000000.0,2166000000.0,3147000000.0,8020000000.0,5854000000.0,5048970501.474926,4965000000.0,9089000000.0,5829000000.0,4826000000.0,4707000000.0,1.03,1.05,4965000000.0,4965000000.0,4965000000.0,4965000000.0,4965000000.0,120000000.0,5085000000.0,-61000000.0,25000000.0,5915000000.0,4282000000.0,2693000000.0,1083000000.0,10197000000.0,4807000000.0,15004000000.0,15004000000.0,-86000000.0,-86000000.0,-769000000.0,769000000.0,,,,,-86000000.0,86000000.0,-769000000.0,769000000.0,,,,,,,AVGO,2025-04-30 00:00:00,,,,,,0.0,506000000.0,506000000.0,506000000.0,506000000.0,,,,,,,,,,,,,,
,-40513718.070009,0.216651,8481000000.0,4140000000.0,2202000000.0,3554000000.0,8294000000.0,6092000000.0,4286486281.929991,4140000000.0,9878000000.0,5887000000.0,4860000000.0,4714000000.0,0.85,0.88,4140000000.0,4140000000.0,4140000000.0,4140000000.0,4140000000.0,1145000000.0,5285000000.0,18000000.0,205000000.0,6074000000.0,4629000000.0,3050000000.0,1072000000.0,10703000000.0,5249000000.0,15952000000.0,15952000000.0,-187000000.0,-187000000.0,-807000000.0,807000000.0,,,,,-187000000.0,187000000.0,-807000000.0,807000000.0,,,,,,,AVGO,2025-07-31 00:00:00,,,,,,0.0,507000000.0,507000000.0,507000000.0,507000000.0,,,,,,,,,,,,,,
,-63630000.0,0.21,6697000000.0,-1432000000.0,2524000000.0,3004000000.0,6394000000.0,3870000000.0,-1192630000.0,-1875000000.0,8981000000.0,3788000000.0,4663000000.0,4663000000.0,-0.4,-0.4,-1875000000.0,-1875000000.0,-1875000000.0,-1875000000.0,-1432000000.0,4238000000.0,2806000000.0,-221000000.0,82000000.0,4091000000.0,4265000000.0,2353000000.0,1100000000.0,8356000000.0,4716000000.0,13072000000.0,13072000000.0,-303000000.0,-303000000.0,-1064000000.0,1064000000.0,,,,,-303000000.0,303000000.0,-1064000000.0,1064000000.0,,,,,,,AVGO,2024-07-31 00:00:00,,,,,,-443000000.0,812000000.0,812000000.0,812000000.0,812000000.0,,,,,,,,,,,,,,
,-69300000.0,0.21,7620000000.0,4205000000.0,2611000000.0,3254000000.0,7290000000.0,4679000000.0,4465700000.0,4324000000.0,9109000000.0,4627000000.0,4828000000.0,4679000000.0,0.9,0.92,4324000000.0,4324000000.0,4324000000.0,4324000000.0,4205000000.0,-442000000.0,3763000000.0,-727000000.0,-397000000.0,4945000000.0,4057000000.0,2234000000.0,1010000000.0,9002000000.0,5052000000.0,14054000000.0,14054000000.0,-330000000.0,-330000000.0,-455000000.0,916000000.0,,,,,-318000000.0,318000000.0,-455000000.0,916000000.0,,,,,,,AVGO,2024-10-31 00:00:00,,,,,,119000000.0,813000000.0,813000000.0,813000000.0,813000000.0,,,,,,,,,,,,,,
,-36120000.0,0.21,8709000000.0,5503000000.0,2174000000.0,3108000000.0,8537000000.0,6363000000.0,5638880000.0,5503000000.0,8484000000.0,6260000000.0,4836000000.0,4695000000.0,1.14,1.17,5503000000.0,5503000000.0,5503000000.0,5503000000.0,5503000000.0,-13000000.0,5490000000.0,-69000000.0,103000000.0,6432000000.0,3713000000.0,2253000000.0,949000000.0,10145000000.0,4771000000.0,14916000000.0,14916000000.0,-172000000.0,-172000000.0,-873000000.0,873000000.0,,,,,-172000000.0,172000000.0,-873000000.0,873000000.0,,,,,,,AVGO,2025-01-31 00:00:00,,,,,,0.0,511000000.0,511000000.0,511000000.0,511000000.0,,,,,,,,,,,,,,
,-2029498.525074,0.023599,8106000000.0,4965000000.0,2166000000.0,3147000000.0,8020000000.0,5854000000.0,5048970501.474926,4965000000.0,9089000000.0,5829000000.0,4826000000.0,4707000000.0,1.03,1.05,4965000000.0,4965000000.0,4965000000.0,4965000000.0,4965000000.0,120000000.0,5085000000.0,-61000000.0,25000000.0,5915000000.0,4282000000.0,2693000000.0,1083000000.0,10197000000.0,4807000000.0,15004000000.0,15004000000.0,-86000000.0,-86000000.0,-769000000.0,769000000.0,,,,,-86000000.0,86000000.0,-769000000.0,769000000.0,,,,,,,AVGO,2025-04-30 00:00:00,,,,,,0.0,506000000.0,506000000.0,506000000.0,506000000.0,,,,,,,,,,,,,,
,-40513718.070009,0.216651,8481000000.0,4140000000.0,2202000000.0,3554000000.0,8294000000.0,6092000000.0,4286486281.929991,4140000000.0,9878000000.0,5887000000.0,4860000000.0,4714000000.0,0.85,0.88,4140000000.0,4140000000.0,4140000000.0,4140000000.0,4140000000.0,1145000000.0,5285000000.0,18000000.0,205000000.0,6074000000.0,4629000000.0,3050000000.0,1072000000.0,10703000000.0,5249000000.0,15952000000.0,15952000000.0,-187000000.0,-187000000.0,-807000000.0,807000000.0,,,,,-187000000.0,187000000.0,-807000000.0,807000000.0,,,,,,,AVGO,2025-07-31 00:00:00,,,,,,0.0,507000000.0,507000000.0,507000000.0,507000000.0,,,,,,,,,,,,,,
,811.271541,0.202818,123921000.0,72972000.0,21608000.0,513196000.0,123925000.0,102317000.0,72968812.0,72972000.0,594247000.0,98806000.0,91801539.0,91564263.0,0.79,0.8,72972000.0,72972000.0,72972000.0,73045000.0,73045000.0,18584000.0,91629000.0,14559000.0,2971000.0,87218000.0,81051000.0,1271000.0,79780000.0,168269000.0,513196000.0,681465000.0,681465000.0,4000.0,4000.0,-10148000.0,10688000.0,540000.0,,,-73000.0,4000.0,,-10148000.0,10688000.0,540000.0,,,,,,BWXT,2024-06-30 00:00:00,,11584000.0,,,,,,,,,,,,,,,,,,4000.0,,,,
,0.0,0.232,121800000.0,69483000.0,21269000.0,508000000.0,121800000.0,100531000.0,69483000.0,69483000.0,590910000.0,96578000.0,91886710.0,91574531.0,0.76,0.76,69483000.0,69483000.0,69483000.0,69641000.0,69641000.0,20983000.0,90624000.0,18822000.0,3290000.0,81046000.0,82910000.0,2081000.0,80829000.0,163956000.0,508000000.0,671956000.0,671956000.0,0.0,0.0,-9244000.0,9907000.0,663000.0,,,-158000.0,0.0,,-9244000.0,9907000.0,663000.0,,,,,,BWXT,2024-09-30 00:00:00,,15532000.0,,,,,,,,,,,,,,,,,,0.0,,,,
,-394554.078627,0.089794,114202000.0,71018000.0,22433000.0,571894000.0,109808000.0,87375000.0,75017445.921373,71018000.0,665223000.0,92262000.0,91889756.0,91596519.0,0.77,0.78,71018000.0,71018000.0,71018000.0,71078000.0,71078000.0,7012000.0,78090000.0,5826000.0,-5392000.0,81044000.0,93329000.0,2636000.0,90693000.0,174373000.0,571894000.0,746267000.0,746267000.0,-4394000.0,-4394000.0,-8780000.0,9285000.0,505000.0,,,-60000.0,-4394000.0,,-8780000.0,9285000.0,505000.0,,,,,,BWXT,2024-12-31 00:00:00,,15612000.0,,,,,,,,,,,,,,,,,,-4394000.0,,,,
,784287.0,0.177,119292000.0,75462000.0,23912000.0,517065000.0,123723000.0,99811000.0,71815287.0,75462000.0,606647000.0,96630000.0,91873702.0,91594084.0,0.82,0.82,75462000.0,75462000.0,75462000.0,75526000.0,75526000.0,16291000.0,91817000.0,23478000.0,2459000.0,75611000.0,89582000.0,2013000.0,87569000.0,165193000.0,517065000.0,682258000.0,682258000.0,4431000.0,4431000.0,-7272000.0,7994000.0,722000.0,,,-64000.0,4431000.0,,-7272000.0,7994000.0,722000.0,,,,,,BWXT,2025-03-31 00:00:00,,16588000.0,,,,,,,,,,,,,,,,,,4431000.0,,,,
,-2561.0,0.197,136772000.0,78388000.0,27259000.0,572642000.0,136759000.0,109500000.0,78398439.0,78388000.0,680147000.0,102424000.0,91702703.0,91542967.0,0.85,0.86,78388000.0,78388000.0,78388000.0,78462000.0,78462000.0,19297000.0,97759000.0,25057000.0,6525000.0,83892000.0,107505000.0,4565000.0,102940000.0,191397000.0,572642000.0,764039000.0,764039000.0,-13000.0,-13000.0,-11190000.0,11741000.0,551000.0,,,-74000.0,-13000.0,,-11190000.0,11741000.0,551000.0,,,,,,BWXT,2025-06-30 00:00:00,,18545000.0,,,,,,,,,,,,,,,,,,-13000.0,,,,
,811.271541,0.202818,123921000.0,72972000.0,21608000.0,513196000.0,123925000.0,102317000.0,72968812.0,72972000.0,594247000.0,98806000.0,91801539.0,91564263.0,0.79,0.8,72972000.0,72972000.0,72972000.0,73045000.0,73045000.0,18584000.0,91629000.0,14559000.0,2971000.0,87218000.0,81051000.0,1271000.0,79780000.0,168269000.0,513196000.0,681465000.0,681465000.0,4000.0,4000.0,-10148000.0,10688000.0,540000.0,,,-73000.0,4000.0,,-10148000.0,10688000.0,540000.0,,,,,,BWXT,2024-06-30 00:00:00,,11584000.0,,,,,,,,,,,,,,,,,,4000.0,,,,
,0.0,0.232,121800000.0,69483000.0,21269000.0,508000000.0,121800000.0,100531000.0,69483000.0,69483000.0,590910000.0,96578000.0,91886710.0,91574531.0,0.76,0.76,69483000.0,69483000.0,69483000.0,69641000.0,69641000.0,20983000.0,90624000.0,18822000.0,3290000.0,81046000.0,82910000.0,2081000.0,80829000.0,163956000.0,508000000.0,671956000.0,671956000.0,0.0,0.0,-9244000.0,9907000.0,663000.0,,,-158000.0,0.0,,-9244000.0,9907000.0,663000.0,,,,,,BWXT,2024-09-30 00:00:00,,15532000.0,,,,,,,,,,,,,,,,,,0.0,,,,
,-394554.078627,0.089794,114202000.0,71018000.0,22433000.0,571894000.0,109808000.0,87375000.0,75017445.921373,71018000.0,665223000.0,92262000.0,91889756.0,91596519.0,0.77,0.78,71018000.0,71018000.0,71018000.0,71078000.0,71078000.0,7012000.0,78090000.0,5826000.0,-5392000.0,81044000.0,93329000.0,2636000.0,90693000.0,174373000.0,571894000.0,746267000.0,746267000.0,-4394000.0,-4394000.0,-8780000.0,9285000.0,505000.0,,,-60000.0,-4394000.0,,-8780000.0,9285000.0,505000.0,,,,,,BWXT,2024-12-31 00:00:00,,15612000.0,,,,,,,,,,,,,,,,,,-4394000.0,,,,
,784287.0,0.177,119292000.0,75462000.0,23912000.0,517065000.0,123723000.0,99811000.0,71815287.0,75462000.0,606647000.0,96630000.0,91873702.0,91594084.0,0.82,0.82,75462000.0,75462000.0,75462000.0,75526000.0,75526000.0,16291000.0,91817000.0,23478000.0,2459000.0,75611000.0,89582000.0,2013000.0,87569000.0,165193000.0,517065000.0,682258000.0,682258000.0,4431000.0,4431000.0,-7272000.0,7994000.0,722000.0,,,-64000.0,4431000.0,,-7272000.0,7994000.0,722000.0,,,,,,BWXT,2025-03-31 00:00:00,,16588000.0,,,,,,,,,,,,,,,,,,4431000.0,,,,
